lemma,norm
occasion,2.6231215
familiar,2.8834753
ignore,2.7151203
destroy,2.8721857
affair,3.074712
civil,3.1215987
locate,2.9297254
citizen,2.9273922
temperature,3.645041
gold,2.9405468
domestic,2.5379934
load,2.8523383
belief,2.67351
troop,4.0008316
technical,2.537286
remind,2.717595
arrangement,2.6966283
skin,3.1246848
prison,3.3227909
switch,2.7033212
acquire,2.996371
corporate,2.379509
fairly,2.5217576
wood,3.0760043
participate,2.822644
tough,2.769246
tear,2.9335802
representative,2.4671257
capacity,2.648364
border,3.1055515
shake,2.8668146
assessment,2.7730722
shoe,3.0335395
ought,2.2667964
ad,3.223964
fee,3.2423704
hall,2.829563
regulation,2.9844556
escape,2.9241085
studio,2.833505
proper,2.4023848
relax,2.9828932
tourist,3.3535104
component,2.4128203
afford,2.9210231
lawyer,3.1154335
suspect,2.6672134
cup,3.0623617
description,3.1223783
confidence,3.0364323
industrial,2.6718106
complain,2.7319705
perspective,2.7977889
error,3.6465068
arrest,3.083979
assess,2.9211645
register,3.1305776
asset,2.7820473
signal,2.9207578
finger,3.5427415
relevant,2.7499712
explore,2.7207303
leadership,2.5662303
commitment,2.7611063
wake,2.5872695
necessarily,2.5093145
bright,2.7343197
frame,2.475216
slowly,2.7076669
bond,3.4940858
hire,2.92164
hole,2.9963672
tie,2.7041252
internal,2.4310925
chain,2.9670842
literature,2.8256273
victim,2.7655528
threaten,3.1130583
division,2.420149
secure,2.495336
amaze,3.8868215
device,2.7342093
birth,3.214214
forest,3.2179537
label,3.1238346
root,2.941015
factory,3.25533
expense,2.688338
channel,2.7155116
investigate,3.0996094
recommendation,2.983711
rank,3.1821294
typical,2.3354774
west,2.4894423
friendly,2.7092578
resident,2.576137
provision,2.6596823
concentrate,2.9248111
plenty,2.693667
export,3.1499305
entirely,2.4488063
strongly,2.5250163
bridge,3.0160432
consist,3.2945364
graduate,2.7748473
brand,2.6374557
moral,3.0782318
insist,2.4719505
combination,2.1949503
abuse,3.091158
ice,3.0282967
principal,2.682687
master,2.5986483
definitely,2.3124185
session,2.9069192
grade,3.102842
nevertheless,1.7191786
predict,3.0888298
previously,2.1416087
protection,2.791324
largely,2.5832927
wed,3.7903602
rent,2.9677637
shot,2.6875982
appearance,2.8848777
reasonable,2.6964025
guarantee,2.59695
till,2.7195048
theme,3.0589411
judgment,3.1537278
odd,2.2856321
approve,2.9482422
loan,3.192381
definition,2.9865217
elect,2.6702452
atmosphere,3.2896347
farmer,3.3533413
comparison,2.8510406
characteristic,2.4455197
license,3.269243
rely,3.0375772
narrow,2.6493175
succeed,2.6245873
identity,3.0403519
desk,3.1063766
permit,2.935962
seriously,2.6594076
wild,2.665004
empty,2.936837
commission,2.6072013
unique,2.2435281
association,2.4893494
instrument,3.027136
investor,3.191728
practical,2.4958396
tea,3.3310723
lovely,2.603193
soft,2.55121
row,2.6076393
youth,2.5481782
lock,2.6693714
fuel,2.8610394
expectation,2.5788863
employment,2.880477
celebrate,2.9650385
sexual,3.6431508
shoulder,3.036665
breath,3.2873423
increasingly,2.7813926
import,2.897586
bottle,3.111013
ourselves,3.1090252
sheet,2.868436
engine,3.0768354
cast,2.8365142
notion,2.7563655
conservative,2.8577008
journey,3.1088648
opposition,2.584751
relief,2.956735
debt,3.3095915
honor,2.8186662
outcome,2.8053503
blame,3.449137
explanation,2.9132273
arise,2.868348
musical,2.816829
recover,2.9611795
dad,2.8059735
stretch,2.4996176
declare,2.8076658
retire,3.4379764
tiny,2.4313626
careful,2.7624485
suitable,3.068401
native,2.7221458
fruit,3.0326757
analyze,2.7946393
witness,2.8508978
mail,3.1266038
terrible,2.543395
researcher,3.4614413
ordinary,2.440684
selection,2.7136571
anywhere,2.4304469
mental,3.3237894
participant,2.6801126
vision,2.779918
personality,2.9805162
specifically,2.2006555
fat,3.1179326
entry,2.8919713
fellow,2.295044
chemical,2.9674895
capture,2.6857684
tip,2.9386723
discount,2.8871238
peak,2.8997805
chairman,3.0201433
proportion,2.9735925
ear,2.957999
disappear,2.8124096
shout,2.8439257
yard,3.5128133
constant,2.8918078
significantly,2.3264802
hill,2.860327
considerable,2.6433992
instruction,2.7572591
intelligence,3.178498
ideal,2.6925344
folk,2.7244914
surely,2.0271828
guard,3.0540311
cat,3.0376644
somewhat,2.4246764
kiss,3.2497034
presentation,2.7352707
joint,2.4255252
compete,2.9294667
poll,3.7745626
weak,2.735467
faith,2.829459
reduction,2.8110127
reserve,3.1298735
complaint,3.0801136
bore,2.726286
mission,2.7444434
somehow,2.209666
tone,3.0086148
neighborhood,2.8448737
passenger,3.1482356
justice,3.1652398
phase,2.6866055
thin,3.1559515
rush,2.7031348
formal,2.6330872
religion,3.0616572
employer,2.9581535
reject,2.9590676
latter,1.7372363
plate,3.0875134
ban,3.571479
steal,3.0857134
protest,3.0720074
index,3.9006712
sad,2.9004838
frequently,2.3940563
circle,2.91464
helpful,2.683018
command,2.9016747
attractive,2.806039
sick,2.6911414
impression,2.7487092
unable,2.7854867
joke,2.7264574
sky,3.1447346
column,3.1890178
electronic,2.8262029
impose,2.9371376
criminal,2.7939985
besides,1.972741
properly,2.7141047
ancient,3.0417967
coast,3.0340462
ill,3.1557937
kick,2.869176
closely,3.0548365
multiple,2.4022481
yield,3.3222647
via,2.2849562
legislation,3.0492435
county,2.707608
unlike,2.1151726
mobile,2.4888601
assistant,2.8886592
implement,2.5645807
chart,3.2172325
attach,2.8716218
hell,2.743176
everywhere,2.5960712
advise,2.7435322
household,2.824214
acknowledge,2.5976148
reward,3.237814
east,2.5735512
hat,3.0388126
academic,2.6469772
voter,3.3631964
meanwhile,2.1996486
furthermore,1.8604519
accuse,3.5251138
scientific,2.932284
wage,3.3280623
absence,2.4818814
construct,2.759243
remark,2.966112
medicine,3.1474628
professor,3.6899748
rare,2.6236725
intention,2.8953674
dozen,2.5619683
settlement,3.1233485
gap,3.2538276
widely,2.8703256
minimum,2.6047387
northern,2.5644913
estate,3.2660434
equally,2.4541736
expose,2.6632214
alive,2.9281852
shut,3.0999548
victory,3.0822444
resolve,2.86307
critic,3.6057196
variable,2.809723
enormous,2.681229
sweet,2.7010818
permanent,2.648813
emotion,3.3824756
pursue,2.897912
tall,2.9586864
urge,2.9023378
enemy,3.107132
appoint,3.3248055
milk,3.100871
talent,3.1219819
smell,3.5464249
prior,2.29329
priority,3.068484
online,2.4927304
phrase,2.8886948
pilot,2.8825178
stable,2.6376152
merely,2.030795
resolution,3.1375585
communicate,2.9924774
injury,3.2320535
vast,2.5740342
exhibition,3.1318634
producer,3.1189396
regional,2.3480964
immediate,2.4932835
incident,2.9060292
childhood,2.9572256
draft,3.3115003
slip,2.7800019
accompany,2.5664
politician,3.075069
angry,2.6666498
knock,2.7458293
seed,3.4211178
salary,3.8144372
illustrate,2.8823357
imply,2.8494654
breakfast,2.9006672
temporary,2.5891502
liberal,2.9426193
lake,3.026052
qualify,3.06396
competitive,2.7402666
truly,2.1446352
hi,3.0161612
yellow,2.802345
habit,3.18904
disk,3.553045
core,2.3974314
emotional,2.912459
aircraft,3.274969
self,2.8851228
metal,2.9256027
existence,2.5944145
bone,3.1044385
panel,2.7135723
prime,2.7067785
appointment,3.0800903
emphasize,2.5650856
maximum,2.661465
effectively,2.2139497
elsewhere,2.212369
bother,2.687943
initiative,2.4832397
sharp,2.5692966
diet,3.5494127
motion,3.1436336
gray,2.65696
plastic,2.7421405
complicate,3.3219626
discipline,2.8409517
disappoint,3.043545
boss,2.634004
assumption,2.7250173
freeze,3.2737107
extreme,2.4573498
passage,2.8715837
reputation,3.241892
forth,2.9800417
negotiation,2.9552667
mechanism,2.9754841
coat,3.1172073
democracy,3.6037862
pocket,2.915539
lucky,2.8032336
crash,3.3563828
observation,2.7133963
meat,3.1349905
concentration,2.7710674
implication,2.309224
deserve,3.1469207
unusual,2.4947605
defend,2.866125
classic,2.3807826
king,2.9022589
interaction,2.8215513
repair,2.9696684
collapse,3.1576815
borrow,3.1997771
fundamental,2.6183033
dish,3.1457746
abroad,2.7034357
soul,2.8974082
capable,2.831063
defeat,3.10903
presidential,3.0692973
perfectly,2.7103035
enhance,2.8326237
proud,3.0774062
emergency,2.9499693
educational,2.554724
distinguish,3.174394
substantial,2.3318381
nearby,2.3269234
manufacturer,3.2067173
slide,2.834112
valuable,2.6929376
personally,2.351222
breast,3.587271
cope,3.0850165
approximately,2.6985385
accommodation,3.229534
highlight,2.4818668
reporter,3.373505
climate,2.9616802
shirt,3.1244652
exception,2.4169037
corporation,2.518835
chip,3.1566963
winner,2.7410977
encounter,2.7152379
brown,2.6113982
breathe,3.307399
excuse,2.9293761
partly,2.2910907
tennis,3.2479966
urban,2.720887
confuse,3.019997
southern,2.538573
output,3.2465618
beauty,2.8543987
massive,2.227093
install,3.0722747
calculate,3.2596397
mouse,3.203047
mathematics,3.0596
upper,2.903991
creation,2.4220915
occupy,2.862892
outline,2.7017303
sufficient,2.6487067
update,3.0652514
luck,3.0962167
preserve,2.7441854
split,2.6760545
swing,2.910762
illness,3.1644223
journalist,3.1632123
sudden,2.686559
advertisement,3.026463
consistent,2.5302842
originally,2.421148
aside,2.9184225
comfort,2.846504
secondly,2.2953227
severe,2.5299556
gene,4.50583
prospect,2.7908204
snow,3.5710216
plot,3.223213
neck,2.9524314
criterion,3.2638853
primarily,2.5872529
integrate,3.0956151
criticism,3.283336
convention,3.1194663
bet,2.7290683
retain,2.7000546
sequence,2.7553241
plain,2.4793546
volunteer,2.734085
rural,2.7757616
calm,3.3769124
abandon,2.5507298
examination,2.9459405
silence,3.3495657
rapidly,2.446569
efficient,2.8171797
revolution,3.3421957
delight,2.887735
spell,2.817371
premise,2.7523534
lean,2.6415591
dramatic,2.4721708
differ,3.836899
grateful,3.2083344
protein,3.7827046
bike,3.1072226
distribute,3.0369773
intellectual,2.9209008
derive,3.0113404
crucial,2.4473376
unemployment,3.9167526
wheel,2.9786792
crop,3.1941519
minority,2.8282971
origin,2.799517
interpretation,2.7353005
gentleman,2.9392982
drama,2.987637
landscape,2.8794177
educate,3.1426084
toy,3.077819
fault,2.9404697
exhibit,2.9840598
minor,2.6379833
hunt,2.920553
storm,3.148074
thick,2.6072848
achievement,2.85722
negotiate,2.983792
dominate,2.905205
supplier,3.1262472
prize,3.2171562
typically,2.4998014
peer,2.67726
pension,3.5603886
wing,2.9711077
acquisition,3.0434988
laughter,3.3880548
deeply,2.86844
recognition,2.7074928
electricity,3.162614
assistance,2.8296824
roof,2.9445608
retirement,3.28558
respectively,2.5161781
variation,2.6057353
ultimately,2.0675862
proof,2.753939
soil,3.1824443
smart,2.5944397
layer,3.1776783
upset,2.6965344
tooth,3.233232
representation,2.8930113
preparation,2.5896235
dispute,3.201379
agenda,2.909243
emphasis,3.0857804
edition,3.029758
silver,2.8260992
entertainment,2.7432127
honest,2.8452241
undertake,3.1991544
retail,2.6633208
wire,2.9927466
unlikely,2.536406
gay,3.3573682
publication,2.9489386
slight,2.7436538
unknown,2.938717
framework,2.758739
zone,3.116218
restrict,2.9933567
trace,3.023701
inch,3.0249655
equivalent,2.4379518
solid,2.4658732
enterprise,2.5776596
elderly,2.8526366
owe,3.0815008
governor,3.1591618
uniform,2.8306618
port,3.0168517
pitch,2.7848864
arrival,2.8473165
contemporary,2.498728
gate,2.8150802
ease,2.6579938
beer,3.135164
specialist,2.600877
assure,2.5976255
profile,2.8164985
mood,3.0882826
episode,3.0980935
crack,2.9027128
numerous,2.370716
submit,3.3030555
symptom,3.2912629
virtually,2.4955842
era,2.8208823
coverage,3.0908206
tension,3.2073565
cable,2.9899669
sensitive,2.767707
nervous,3.1599956
input,2.9823115
isolate,3.3160682
prisoner,3.483262
eliminate,2.724546
tight,2.9062276
wet,2.7729747
secondary,2.5715709
welfare,2.969642
recruit,2.8989625
exclude,3.068668
string,2.6735857
cloud,3.3303516
persuade,2.8908572
inspire,2.8740504
grand,2.620074
hence,2.028938
crew,3.0056844
phenomenon,2.8274386
pupil,3.7328992
false,3.196659
assist,2.7312357
restore,3.033131
formula,3.0451012
alter,2.7421443
perceive,2.622021
routine,2.5832937
sink,2.782396
stare,3.2465107
anymore,2.547367
hero,3.0497315
supporter,3.1396852
convert,2.9492042
steady,2.7987795
meter,2.9957335
truck,2.9116113
nose,2.918242
beside,2.446853
sail,3.3465645
disaster,3.0220351
pace,2.9540403
heavily,2.8300743
devote,3.3552992
terrorist,3.5417743
justify,2.7054427
vital,2.5091891
fascinate,3.6542046
external,2.718331
spare,2.37576
whenever,2.3990498
depression,3.1973188
guilty,3.2792919
underlie,3.1999047
mom,2.9461718
distinction,2.9467695
satisfaction,3.0229487
incorporate,2.7030742
pour,3.0838711
sweep,3.4316466
obligation,3.6567402
sir,3.3598075
evaluate,2.870105
anger,3.2338207
pub,3.310145
perception,2.7562988
naturally,2.1137443
currency,3.5450926
database,3.1231863
initially,2.1486614
territory,2.9328628
stream,2.676195
rarely,2.6737213
height,3.069634
apparent,2.457411
western,2.4815452
expansion,2.7482321
constantly,2.6662097
muscle,3.2012987
scare,3.0926287
badly,2.6456354
everyday,2.545639
boundary,3.244622
ratio,3.6053193
essay,3.2726748
scream,2.978456
withdraw,3.1266148
pollution,3.3894029
disorder,3.2809882
furniture,2.9652648
symbol,3.6572964
apartment,3.2498636
demonstration,2.8857136
analyst,3.7979863
platform,2.463189
steel,3.1105416
cake,3.1643784
transform,2.7976427
wound,2.7651606
restriction,2.9832404
foundation,2.6297708
designer,3.071655
strain,3.1599517
innovation,2.9807496
album,3.7974215
singer,3.1803014
trail,2.9558399
trap,2.8921044
loose,2.668309
extension,2.7707028
wealth,2.9441872
gradually,2.6300287
tank,3.3149254
evil,3.1478057
remarkable,2.5359643
tune,2.7122588
grass,3.088936
invitation,3.0769083
transition,2.7751613
frighten,3.243975
bid,2.681508
breed,2.9509702
extraordinary,2.4947414
brilliant,2.4497638
adviser,3.3652668
stem,3.0448377
reverse,2.6605053
mode,3.0785
mirror,2.695583
awful,2.6097732
pose,3.1555948
adjust,2.9379165
creative,2.6893904
nowadays,2.2816005
poem,3.426375
agricultural,2.939261
competitor,2.7524233
alcohol,3.5473602
festival,3.1427658
vegetable,2.9452305
van,3.1740491
confident,2.7367833
planet,3.1442618
curve,3.259363
knee,3.5198786
overcome,2.8216755
web,2.6910505
depth,2.7951813
entrance,2.8314462
log,3.038932
giant,2.617403
god,3.0381699
portion,2.3418145
substance,2.8436227
extensive,2.6423619
interpret,2.8630388
independence,3.387942
sugar,3.2009327
inner,2.8598762
harm,2.921449
consult,3.186999
pink,2.6649802
shadow,2.7908802
strip,2.7504344
smooth,2.9332557
intervention,2.754559
impress,3.0025625
exam,3.706277
vice,2.9188054
radical,2.647756
similarly,2.2363625
behave,3.1986675
loud,2.979668
dimension,2.9230483
subsequent,2.1960707
infection,3.4790864
jacket,3.2576492
efficiency,2.783477
dirty,2.6781225
statistic,3.2720962
regularly,2.3238785
resort,2.882043
iron,3.098974
broadcast,2.8146055
membership,3.1161814
bread,2.9602542
blind,2.8261604
pure,2.5977051
bloody,2.721721
ally,3.3203914
quantity,2.7949777
bend,2.9772925
mature,2.743347
briefly,2.5160651
alarm,3.4315498
disturb,3.1179187
sustain,2.6261907
flood,3.2472372
poverty,3.674492
crazy,2.6177855
cite,3.0155797
newly,2.4476833
parallel,2.5092223
gender,3.284698
sponsor,3.2716613
boot,2.603293
accurate,3.006762
dealer,3.3508737
button,3.6121266
burden,3.4862933
desert,3.1572828
mate,3.0300486
occasionally,2.3112743
shareholder,3.8301136
bowl,3.6209385
discovery,3.043538
resistance,3.5648174
bath,3.1984463
frequency,2.9498093
criticize,2.9918141
tap,2.6528811
philosophy,2.8492267
lip,3.4935863
attribute,2.9842799
apologize,3.5388186
approval,3.2591975
grab,2.6442745
entitle,3.7232609
lend,2.9058845
involvement,2.6208436
exposure,2.8916152
conventional,2.640061
digital,2.743094
translate,3.114096
edit,3.9059348
formation,2.7047274
deposit,3.347232
pleasant,2.697223
overseas,2.6186514
advocate,2.9923103
establishment,2.320535
summary,2.8888643
rough,2.8547232
pen,2.9674277
recovery,2.9200957
seal,2.9131854
tube,2.9922302
tower,3.3006802
characterize,2.7144203
specify,3.4838364
exact,2.8237762
spin,2.8158026
operator,2.9528005
infant,3.0183089
dig,2.9012954
drag,2.8288205
mount,2.8855567
wrap,2.8124187
anticipate,2.955647
dependent,3.0883217
specialize,3.1183956
angle,3.0919247
chicken,2.8893285
anxiety,2.9379163
virus,3.594029
precisely,2.2057118
rival,2.6186755
offense,3.4740329
detect,3.3537974
teenager,2.721017
admire,3.050778
moderate,2.7316499
surgery,3.5912125
musician,3.0650384
significance,2.8554237
shower,2.8809993
illegal,2.9369578
charity,3.0015736
universal,2.7431254
cigarette,3.5957325
constitute,3.5340152
adequate,2.7572863
consultant,2.988119
historian,3.398484
cousin,2.5399597
visual,2.7281969
stupid,2.6654153
keen,2.8085923
ethnic,3.2560172
twin,2.550692
clinical,3.1846464
eastern,2.7177312
forecast,3.4823422
segment,2.8932793
custom,2.6141887
adapt,2.992787
sand,2.9028797
cap,3.0810592
prompt,2.5019934
charm,3.140077
react,2.840039
lecture,3.3740275
venture,2.6503549
compound,3.1105704
rescue,3.2591052
mess,2.849051
preference,2.754837
comprehensive,2.5597253
incentive,2.7646973
league,2.8682563
dialog,3.5676627
cream,3.0573237
rapid,2.6010404
cancel,3.2083473
regret,3.00086
dismiss,2.9695146
margin,3.266411
beneath,2.6353595
opponent,3.0886962
resist,2.6863909
capability,2.622938
absolute,2.6047943
correspond,3.366631
stroke,3.309584
dare,2.6110525
barrier,3.3419893
rid,3.0813909
divorce,3.7243
ruin,2.860344
bury,3.15585
counsel,3.3279681
tendency,2.8687377
frequent,2.7050362
motor,2.7698107
survival,3.2928586
counter,2.6062715
possess,2.8833797
permission,3.3931956
valley,2.808707
float,2.7814722
mad,2.5833125
greatly,2.7972949
visible,2.7592607
electric,3.0023773
impressive,2.6968274
evolution,2.859363
awareness,3.1539116
violent,2.7708032
slave,3.8868127
wealthy,2.967694
architecture,2.9315789
acceptable,2.6253493
journal,3.3455877
coal,3.6235118
measurement,3.1015167
random,3.0313385
successfully,2.6289775
depress,3.369661
illustration,2.8294475
burst,2.9504979
privilege,3.131162
buyer,3.058884
mutual,2.9824004
rail,3.360683
motivate,2.8047934
laboratory,2.8830056
mortgage,3.3291452
promotion,2.5130737
passion,3.0604384
champion,3.0165799
fulfill,2.8054223
dust,3.2256477
dedicate,3.0800166
roughly,2.2468483
skirt,3.1053858
province,3.1526883
march,3.1443744
evaluation,2.7925148
compromise,2.8138409
accomplish,2.7937164
weakness,3.1732848
announcement,2.7636173
salt,3.2705603
glance,3.213495
opera,3.3236034
contest,2.708092
brush,2.931116
embarrass,3.0475838
gallery,2.9751306
genetic,3.7872257
aggressive,2.7495534
chest,3.0032845
format,2.9806316
literary,3.2318907
govern,2.8405862
embrace,2.642798
praise,3.2430131
silent,2.8819146
pump,2.7934418
publisher,3.28874
celebration,2.8741038
golf,3.1273327
compensation,3.244752
classical,2.7174048
weigh,3.0638237
versus,2.5682542
deficit,3.6436198
modify,2.6791182
flash,2.6456044
friendship,3.4109893
profession,3.062436
literally,2.177599
equation,2.9150777
gesture,3.1711085
entertain,2.8127494
fantastic,2.753791
assign,2.9217925
inflation,4.134905
historic,2.5103757
injure,3.6413927
remote,2.817741
therapy,3.4106016
orange,2.8603978
twist,2.9419994
personnel,2.5017467
imagination,3.22953
disagree,3.2309651
throat,3.2426908
insight,3.381679
tackle,2.982013
forever,2.7118924
exceed,2.9905467
expenditure,3.037008
joy,3.0887527
pregnant,3.1508574
reliable,2.844815
gear,2.933662
poet,3.3737814
fortune,3.0353503
ceremony,3.2447174
pile,2.687571
pig,2.956365
mixture,2.7307117
automatically,2.9001403
scholar,3.4180214
psychological,3.0380647
dramatically,2.5692983
stake,3.3559341
creature,2.942238
partnership,2.887663
participation,2.6294374
clause,3.5247743
penalty,3.550645
chamber,2.8986022
fancy,2.645914
poetry,3.1081948
chat,2.9093535
clothing,2.9361715
evolve,2.81369
sake,2.9771714
shelf,3.149825
boost,2.816389
tail,2.795554
possession,3.149291
abortion,4.0818014
curious,2.4089494
wooden,2.9596145
boom,3.3124328
tale,3.078562
democratic,3.3706264
maintenance,2.7518778
consequently,1.918045
pot,3.3301904
cow,3.0670378
strengthen,2.8489952
whilst,2.299785
constraint,3.123076
fold,2.6081991
bin,3.186943
undergo,3.2665355
potentially,2.2947268
scope,2.696226
pretend,2.4413726
diversity,2.9674587
allege,3.2100801
pride,3.1506054
intense,2.661228
inquiry,3.392252
resign,3.647391
craft,2.649131
strict,2.7806363
concrete,2.8144112
shell,2.5894284
damn,2.7218819
distinct,2.6055574
humor,3.3529146
limitation,2.9360983
indication,2.730298
stability,3.028963
wise,2.4076598
neglect,3.042193
compose,3.0034704
jail,3.3928573
shelter,3.242262
mere,2.4007106
carbon,3.6820133
regulate,3.4324226
cheese,3.1255875
trigger,2.915156
pipe,3.0930207
destruction,2.9978292
guitar,3.3569288
flag,3.5109441
piano,3.162033
magic,2.906582
mystery,3.0451627
ski,3.522962
whisper,3.0332532
rear,3.0397637
menu,3.3850777
species,3.461981
moon,3.2365978
presumably,1.8115964
bless,3.0202644
airline,3.364758
amendment,3.1983037
grandmother,2.973703
jury,3.6427376
cooperation,3.197335
civilian,3.0168662
composition,2.742445
coin,3.2794971
regardless,2.6133795
scan,3.3581467
bunch,2.5553994
racial,3.5708375
greet,3.090079
hopefully,2.6966803
sanction,2.777302
trick,2.7618678
paragraph,3.4153912
maker,3.458546
chocolate,3.0988083
stimulate,3.144347
belt,3.1286738
potato,2.9870477
narrative,2.8899992
tissue,3.4888906
barely,2.4926348
invent,3.1166785
tourism,3.4448783
pro,2.6539693
stair,3.4896483
hesitate,2.5584135
shine,2.9615371
motivation,2.78306
romantic,2.9942777
firmly,2.7033877
interior,2.7688394
stomach,3.072583
nowhere,2.6994338
pray,3.2758875
championship,3.2536736
servant,3.3300476
immigrant,3.346362
excess,2.4186664
complexity,3.0128477
liability,3.3113778
surprisingly,2.2335727
extract,2.887706
implementation,2.7656467
bias,3.2118618
differently,3.1205025
catalog,2.9350133
continuous,2.5096421
golden,2.735477
stamp,3.0560536
guideline,2.9836345
envelope,3.424335
knife,3.612707
biological,3.1223211
consume,2.9698887
luxury,2.898579
weekly,2.7311993
wherever,2.8373208
bite,3.0960875
printer,3.295109
firstly,2.2444642
anxious,2.5114937
adventure,2.9964964
fence,3.4240973
exhaust,3.419381
attraction,2.7556825
ocean,3.0363135
quietly,2.3237784
castle,3.2697585
veteran,2.5975232
reflection,2.458313
nerve,3.0323818
determination,2.7100973
altogether,2.539046
fiction,3.1876733
carpet,3.1964412
cluster,2.4628384
confusion,3.0759497
hurry,2.4413354
logic,2.7912788
controversial,2.5032585
raw,2.5559986
grammar,3.4608405
revise,3.6438053
hint,2.7139063
hook,2.7352486
bell,3.3075387
liquid,2.929296
panic,3.1412299
uncle,2.7204764
rice,3.3938208
slope,3.325903
happiness,3.249258
genuine,2.3605742
vessel,3.5582337
verb,3.6144102
reckon,2.7094848
silly,2.4021695
transportation,2.7707746
harbor,2.9726038
comedy,3.2610993
chase,3.226538
storage,2.9712245
universe,3.2349067
horrible,2.6202433
sheep,2.9614592
lover,3.0339265
rat,2.939361
portrait,3.2706873
innocent,3.0446565
substitute,2.8956919
supplement,2.5976079
adjustment,3.0560713
reasonably,2.4721687
filter,3.0816882
flexible,2.8847828
abstract,2.9307194
tent,3.1451926
precise,2.700136
distant,2.6626463
stranger,2.7318406
shade,2.8734272
grain,3.1708748
situate,2.976251
summarize,3.001475
leap,2.9692478
snap,2.795854
probability,2.9978914
leather,3.1017852
uncertainty,3.1325235
swear,2.605005
refugee,3.4417446
shore,2.9512494
monthly,2.707777
comprise,3.0043159
stir,3.428094
excitement,3.0608273
sigh,3.3120477
pregnancy,3.644276
experimental,2.720157
institutional,2.845154
slice,2.7932816
wander,3.0849264
empire,3.358099
subsequently,2.1963189
gentle,2.944769
attendance,3.065104
ownership,2.9854658
qualification,3.12832
suspend,3.0891821
functional,2.565371
voluntary,2.7993963
pale,3.050649
stain,3.5114372
athlete,3.306019
organic,2.9566083
tongue,3.0949259
server,3.1741154
structural,2.8299835
fool,2.7451673
alongside,2.2570512
unite,3.040177
gently,2.8997314
compute,3.2883527
wipe,3.2766004
weird,2.6524372
gaze,3.3726132
fade,3.1758566
cough,3.1459098
hypothesis,3.4770267
royal,3.253061
theoretical,2.701596
curtain,3.453678
mayor,3.1797132
darkness,3.3656516
aunt,2.9614727
tournament,3.0392041
registration,3.365093
fragment,2.9297156
listener,3.2621598
tender,3.216632
density,3.3813567
ugly,2.7809994
module,3.0526686
faithfully,2.8593154
autumn,2.6040354
cheek,3.0010402
attachment,2.738645
holder,3.1537342
grin,3.819342
noun,3.2270427
fortunate,2.9656408
alright,2.560221
lazy,2.7429538
hello,3.3035498
hunger,3.3142107
insure,2.682314
ashamed,3.1905932
found,2.311957
thirst,3.1959078
